id	surface	gloss	level
71642	시형론의	prosodical	
71643	시혜		
71644	시호		
71645	시호		
71646	시홍	visual purple	
71647	시홍소	rhodopsin	
71648	시화	lipreading, speechreading, visible speech	
71649	시화년풍	A country is at peace and things are abundant	
71650	시화전		
71651	시화하다	lipread	
71652	시황		
71653	시회	seigniory	
71654	시효	prescription, statute of limitations	
71655	시효일		
71656	식	form,style	B
71657	식 범장의 배	rigger	
71658	식 연금법	tontine	
71659	식 탄약통	rimfire	
71660	식각법	etching	
71661	식각요판	aquatint	
71662	식객	freeloader, sponger	
71663	식객 노릇	parasitism	
71664	식객이 되다	freeload	
71665	식견	insight	
71666	식곤증		
71667	식구	Members of a family, your immediate family members (those you live with, preferably)	B
71668	식구들	family, close family	
71669	식권	luncheon voucher	
71670	식권	meal ticket	
71671	식근성의	rhizophagous	
71672	식기	An eating vessel	C
71673	식기 닦는 하녀	scullerymaid	
71674	식기 바구니	plate basket	
71675	식기 선반	sideboard	
71676	식기 시렁	rack	
71677	식기 진열장	credenza	
71678	식기대	a coach/wagon selling food	
71679	식기류	dinnerware, dishware, tableware	
71680	식기상자	canteen	
71681	식기실	cuddy	
71682	식기장	cupboard	
71683	식님하다	plant	
71684	식다	To get cold, cool off	B
71685	식단	menu	
71686	식단표	carte	
71687	식당	Restaurant	A
71688	식당가	a street with a lot of restaurants	
71689	식당겸 사교실	cuddy	
71690	식당계	khidmatgar	
71691	식당등의 높은 단	dais	
71692	식당에서 응접실로 물러나다	retire	
71693	식당웨이터의조수	busboy	
71694	식당차	a dining car	
71695	식도	esophagus	
71696	식도락	gastronomy, gourmandism	
71697	식도락가	gastronome	
71698	식도락의사람	epicurean	
71699	식도성		
71700	식도암		
71701	식도의	esophageal	
71702	식량	food,provisions	C
71703	식량 경리부	commissarial	
71704	식량 공급	provisionment	
71705	식량 관리	food control	
71706	식량 배급표	food stamp	
71707	식량 보급	commissarial	
71708	식량 운송선	victualer	
71709	식량 은행	food bank	
71710	식량 주머니	tuckerbag	
71711	식량난		
71712	식량봉쇄	food blockade	
71713	식량의 긴급 공수	foodlift	
71714	식량의 부족	short commons	
71715	식록		
71716	식료		
71717	식료저장실	larder	
71718	식료품	Articles for food	C
71719	식료품 계원	pantryman	
71720	식료품 공급자	victualer	
71721	식료품 교환권	coupon	
71722	식료품 구입 담당자	manciple	
71723	식료품 보관인	cellarer	
71724	식료품 상인	provisionmerchant	
71725	식료품 연쇄점	food chain 1	
71726	식료품 저장실	buttery	
71727	식료품 저장실	stillroom	
71728	식료품류	grocery	
71729	식료품비		
71730	식료품상	grocer	
71731	식료품실	pantry	
71732	식료품점	grocery	
71733	식림	forestation, plantation of trees to make a forest	
71734	식림법	silviculture	
71735	식림하다	to create a forest by planting trees	
71736	식모	kitchenmaid	
71737	식모	transplanted hair	
71738	식목일	Arbor Day	
71739	식무구포		
71740	식문화		
71741	식물	food,provisions	B
71742	식물	a plant	
71743	식물계	vegetable kingdom	
71744	식물군	flora	
71745	식물대	floral zone	
71746	식물상	flora	
71747	식물성		
71748	식물원		
71749	식물인간	gork	
71750	식물지	flora	
71751	식물지	herbal	
71752	식물체		
71753	식물표본	hortus siccus	
71754	식물표본집	herbarium	
71755	식물학	botany	
71756	식물학자	botanist	
71757	식민	colony	
71758	식민	plantation	
71759	식민성	Colonial Office	
71760	식민의	colonial	
71761	식민자	planter	
71762	식민자	settler	
71763	식민정책	colonialism	
71764	식민주의		
71765	식민주의자	colonialist	
71766	식민지	colony	
71767	식민지 시대의	colonial	
71768	식민지 시대풍의	colonial	
71769	식민지 이주자	colonist	
71770	식민지 주민	colonial	
71771	식민지 주민	colonist	
71772	식민지간의	intercolonial	
71773	식민지건설	colonization	
71774	식민지로서 개척하다	colonize	
71775	식민지적		
71776	식민지주의	colonialism	
71777	식민지풍	colonialism	
71778	식민지풍의	colonial	
71779	식민지화	colonization	
71780	식민하다	populate	
71781	식민하다	settle	
71782	식반		
71783	식범장의	rigged	
71784	식별	discrimination, determination	
71785	식별법	discriminance	
71786	식별자	identifier, a keyword	
71787	식별하다	discriminate, separate, winnow apart	
71788	식복	subfusc	
71789	식부		
71790	식부		
71791	식분	coprophagy	
71792	식불감미		
71793	식불이미		
71794	식비	battels	
71795	식빵	Bread	B
71796	식사	A meal	A
71797	식사 담당원	steward	
71798	식사 때의 예법	tablemanners	
71799	식사 식사만 제공받기	tableboard	
71800	식사 신호	dimmer call	
71801	식사 전의	anteprandial	
71802	식사 제공 아파트	service flat	
71803	식사가 따르는 숙박 조건으로	en pension	
71804	식사공급	feed	
71805	식사대		
71806	식사량	repast	
71807	식사법		
71808	식사비		
71809	식사소번		
71810	식사시간	mealtime	
71811	식사용 높은 의자	high chair	
71812	식사하는 사람	diner	
71813	식사하다	To eat a meal	A
71814	식상	glut	
71815	식상	surfeit	
71816	식상하다	surfeit (glut); indigestion	
71817	식생	vegetation	
71818	식생활	Dietary life	C
71819	식성		
71820	식세포	phagocyte	
71821	식세포 작용	phagocytosis	
71822	식소사번	working hard and taking no time to eat is bad for your health. 먹는 것은 적고 하는 일은 많다.	
71823	식솔		
71824	식송망정		
71825	식수	drinking water, potable water	
71826	식수	planting of trees	
71827	식수난	the problem of not having potable water	
71828	식수대		
71829	식수원	a spring providing water for drinking	
71830	식순		
71831	식스투스	Sixtus	
71832	식스티나인	soixanteneuf	
71833	식습관	eating habits	
71834	식식거림	sibilation	
71835	식약청	식품 의약품 안전청(食品醫藥品安全廳)	
71836	식언	you renege on your words, you take back your words	
71837	식언하다	eat one's  word  s	
71838	식염	salt	
71839	식염수		
71840	식염제	saline, salinity	
71841	식옥취계		
71842	식욕	appetite,desire	C
71843	식욕 과잉인 사람	foodaholic	
71844	식욕 달팽이 사육장	snailery	
71845	식욕 부진의	anorexic	
71846	식욕 증진의	aperitive	
71847	식욕 항진	hyperphagia	
71848	식욕부진	anorexia, inappetency, lack of appetite	
71849	식욕이 없는	inappetent	
71850	식욕이 있는	appetitive	
71851	식욕이없는	anorectic	
71852	식욕항진	bulimia	
71853	식용	salep	
71854	식용 곱창	chitterlings	
71855	식용 버섯의 일종	shaggymane	
71856	식용 부적성	inedibility	
71857	식용 소	beast	
71858	식용 수탉	capon	
71859	식용개구리	bullfrog	
71860	식용꽃	curd	
71861	식용달팽이	escargot	
71862	식용돼지	porker	
71863	식용민들레	Irish daisy	
71864	식용에 알맞음	edibility	
71865	식용에 적합치 않은	inedible	
71866	식용에알맞은	esculent	
71867	식용유	Food oil	B
71868	식용의	eating	
71869	식용이 있는	orectic	
71870	식용품	esculent	
71871	식육	flesh, the packing industry, eating meat	
71872	식으로 하다	formularize	
71873	식은	burnedout	
71874	식은	cold	
71875	식은 땀	cold sweat	
71876	식은 죽 먹기	cinch	
71877	식은땀	a cold sweat	
71878	식음	refection	
71879	식음료		
71880	식음료부		
71881	식읍		
71882	식이	a dietary regime	
71883	식이섬유	dietary fiber	
71884	식인		
71885	식인 동물	maneater	
71886	식인귀	feefawfum	
71887	식인의	anthropophagous	
71888	식인종	a cannibal, a maneater	
71889	식자	composing, composition, typesetting	
71890	식자	intellectuals, the intellegentzia	
71891	식자 과장	clicker	
71892	식자공	a compositor, a typesetter, a typographer	
71893	식자공동료	companionship	
71894	식자기		
71895	식자대	composing frame (stand)	
71896	식자실	composing room	
71897	식자연하는 사람	quack	
71898	식자욕로		
71899	식자용 스틱	composing stick	
71900	식자우환	a little knowledge can be dangerous	
71901	식자의	typesetting	
71902	식자하다	compose, typeset	
71903	식장	ceremony hall	
71904	식장업체	a company specializing in buffets	
71905	식재		
71906	식재료		
71907	식전	before eating	
71908	식전	a ceremony	
71909	식전방장	a ton of food (at a banquet)	
71910	식전술	an aperitif	
71911	식중		
71912	식중독	food poisoning	
71913	식중독	ptomaine poisoning	
71914	식중독의 원인이 됨	botulin	
71915	식체험기		
71916	식초	Vinegar	B
71917	식초에 담그다	souse	
71918	식충	zoophyte	
71919	식충동물	insectivore	
71920	식충성의	carnivorous	
71921	식충성의	insectivorous	
71922	식충식물	carnivore	
71923	식충식물의	carnivorous	
71924	식충의	zoophytic	
71925	식충이	ne'erdowell	
71926	식충학자	zoophytologist	
71927	식칼	knife	
71928	식칼	trimmer	
71929	식탁	a dinner table	A
71930	식탁보	a tablecloth	
71931	식탁판	a tableboard	
71932	식탐	desire for food	
71933	식통	gourmet	
71934	식판		
71935	식포	phagosome	
71936	식품	Groceries	B
71937	식품 가공 공장	packing house	
71938	식품 가공기	food processor	
71939	식품 가공업	processing industry	
71940	식품 과학	food science	
71941	식품 의약국	Food and Drug Administration	
71942	식품 잡화상	winkel	
71943	식품 잡화점	bocega	
71944	식품 저장실	spence	
71945	식품 착색제	food color	
71946	식품 첨가물	food additive	
71947	식품 포장 출하업	packing business	
71948	식품업계		
71949	식품전용 엘리베이터	dumbwaiter	
71950	식품점	Grocery store	C
71951	식품학	sitology	
71952	식품화		
71953	식피	grafting skin or plants	
71954	식학	savant	
71955	식혜		
71956	식후		
71957	식후경		
71958	식후의 커피	coffee	
71959	식후행		
71960	식히는	refrigerant	
71961	식히다	To cool, let cool. 차게 하다	C
71962	식힌	cold	
71963	신	sour (e.g. grapes)	
71964	신	joy,delight	B
71965	신	God	C
71966	신	shoes	
71967	신 것	sour	
71968	신 고딕식의	Neogothic	
71969	신 고전주의의	neoclassic	
71970	신 인슐린	NPH	
71971	신 저널리즘간결성 위주의 종래 저널리즘에 대하여 기자의 주관적 참가 심리적 추측등이 특징	New Journalism	
71972	신 제 3기의	Neocene	
71973	신 혈관의	emulgent	
71974	신간		
71975	신간도서안내	book notice	
71976	신간소개	notice	
71977	신같은	godlike	
71978	신개발		
71979	신개선	involute	
71980	신개종자	neophyte	
71981	신개지		
71982	신거제 혼인	neolocal	
71983	신검		
71984	신격	godhead, godhood, godship	
71985	신격화	deification	
71986	신격화 하다	apotheosize	
71987	신격화된 군주	godking	
71988	신격화하는	deific	
71989	신격화하다	divinize	
71990	신격화하다	god	
71991	신결석	renal calculus	
71992	신경	a nerve, nerves	
71993	신경 과민	erethism	
71994	신경 과민의	overstrung	
71995	신경 과민인	oversensitive	
71996	신경 세포 연접	synapse	
71997	신경 정신병	neuropsychosis	
71998	신경가스	nerve agent, nerve gas	
71999	신경간	nerve trunk	
72000	신경감응	innervation	
72001	신경계	neurotism	
72002	신경계에 작용하는 물질	nerve agent	
72003	신경계의 뜻	neuto-	
72004	신경계통	nervous system	
72005	신경과민	the jitters, nervousness, to be nervy; being over-sensitive	
72006	신경과민소심	nervosity	
72007	신경과민증	nerve	
72008	신경과의사	neurologist	
72009	신경과학	neuroscience	
72010	신경교	glia	
72011	신경교종	glioma	
72012	신경내분비의	neuroendocrine	
72013	신경내분비학	neuroendocrinology	
72014	신경단위	neuron	
72015	신경단위의	neuronic	
72016	신경동물 행동학	neuroethology	
72017	신경박리술	neurolysis	
72018	신경병	neuropathy	
72019	신경병 소질자	neuropath	
72020	신경병리학	neuropathology	
72021	신경병전문가	neuropathist	
72022	신경병환자	neuropath	
72023	신경분포	innervation	
72024	신경삭	nerve cord	
72025	신경생리학	neurophysiology	
72026	신경생물학	neurobiology	
72027	신경섬유	nerve fiber	
72028	신경성		
72029	신경성 독가스의 일종	GB	
72030	신경성 무식욕증 환자	anorexic	
72031	신경성 식욕 부진	anorexia nervosa	
72032	신경성 흥분	erethism	
72033	신경세포	nerve cell	
72034	신경쇠약	crack-up, nervous breakdown(prostration), neurasthenia	
72035	신경심리의	neuropsychic, neuropsycical	
72036	신경약리학	neuropharmacology	
72037	신경억제의	neurodepressive	
72038	신경언어학	neurolinguistics	
72039	신경에 거슬리는	nervy	
72040	신경에 거슬리는 것	jar	
72041	신경에 작용하는	nervous	
72042	신경염	neuritis	
72043	신경외과		
72044	신경외과 의사	neurosurgeon	
72045	신경외과학	neurosurgery	
72046	신경원줄기	nerve trunk	
72047	신경유전학	neurogenetics	
72048	신경을 진정시키는	nervine	
72049	신경을 진정시키는	neurodepressive	
72050	신경이 곤두선	tensed	
72051	신경이 없는	nerveless	
72052	신경이 지칠대로 지친	ragged	
72053	신경이 통하게 하다	innervate	
72054	신경이상	nerve	
72055	신경이완마취	neuroleptanalgesia	
72056	신경이완성 진통상태	neuroleptanalgesia	
72057	신경이완제	neuroleptic	
72058	신경자극전달	innervation	
72059	신경장애	neuropathy	
72060	신경전	psychological warfare	
72061	신경전달 물질	a neurotransmitter	
72062	신경전달물질	neurotransmitter	
72063	신경절 세포	gangion cell	
72064	신경절의	ganglionic	
72065	신경절제	nerving	
72066	신경절제	neurotomy	
72067	신경정신병의	neuropsychiatric	
72068	신경정신병의사	neuropsychiatrist	
72069	신경정신병학	neuropsychiatry	
72070	신경제		
72071	신경제정책	New Economic Policy	
72072	신경제학	new economics	
72073	신경조정 물질	neuroregulator	
72074	신경조직	neuto-	
72075	신경조직붕괴	neurolysis	
72076	신경종	neuroma	
72077	신경종말	a nerve-ending	
72078	신경중추	nerve center	
72079	신경증	neurosis	
72080	신경증에 잘듣는	neurotic	
72081	신경증의	neurotic	
72082	신경증의	psycho	
72083	신경증환자	neurotic	
